gsm,score,gse,title,source_name,characteristics,tissue,species,geo_summary,geo_design,pubmed_ids,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython
GSM3552976,0.978273868560791,GSE124745,ko_eye_1,ko_eye,"tissue: eye,background: C57BL/6J/129S6 (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: Tug1 knockout,Sex: M",Eye,Mus musculus,"We have sequenced mouse embryonic fibroblasts (MEFs) and 6 organs (testes, prostate, liver, heart, spleen, and eye) harvested from adult male wild type and Tug1 knockout (Tug1_tm1.1Vlcg) mice in a C57BL/6J/129S6 (N3-C57BL/6J, no Neo) background.  Additional sequencing was done on the testes of a Tug1 rescue mouse, which contains a doxycycline inducible allele for Tug1 (tg(Tug1)) and CAGs-rtTA3 in the Tug1 knockout background (Tug1_tmn1.1Vlcg).","Comparison between wild type and Tug1 knockout (Tug1_tm1.1Vlcg) organs and primary cell transcriptomes. Additional comparisons of the transcriptomes of wildtype, knockout, and rescue testes.",32894169,230239,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/05/27,52,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124745/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM2349278,0.978273868560791,GSE88819,ko_eye_1,ko_eye,"tissue: eye,lncrna previous name: Tug1,background: C57BL/6J (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: ko,Sex: M",Eye,Mus musculus,"We have sequenced wild type and mutant testes, prostate, liver, heart, spleen, and eye from adult males, as well as embryonic fibroblasts from the mutant lncRNA strain Tug1_tm1.1Vlcg (Tug1).",Comparison between wild type and mutant organs and primary cell transcriptomes from the Tug1_tm1.1Vlcg mutant strain.,32894169,78533,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/22,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88819/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM7887107,0.9780880212783813,GSE247318,"RNA-Seq-II Retinal ganglion cells, GFP overexpression, replicate 1",Retinal ganglion cells,"cell type: Retinal ganglion cells,genotype: C57BL/6J",Eye,Mus musculus,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,38015636,832596,24247;19057,Mus musculus,GSE,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,2023/12/22,38,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE247nnn/GSE247320/,Histone methyltransferase Ezh2 coordinates mammalian axon regeneration via regulation of key regenerative pathways.,The Journal of clinical investigation,2024 Feb 1,10.1172/JCI163145
GSM2349275,0.9779316186904907,GSE88819,ko_eye_2,ko_eye,"tissue: eye,lncrna previous name: Tug1,background: C57BL/6J (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: ko,Sex: M",Eye,Mus musculus,"We have sequenced wild type and mutant testes, prostate, liver, heart, spleen, and eye from adult males, as well as embryonic fibroblasts from the mutant lncRNA strain Tug1_tm1.1Vlcg (Tug1).",Comparison between wild type and mutant organs and primary cell transcriptomes from the Tug1_tm1.1Vlcg mutant strain.,32894169,78530,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/22,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88819/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM3552973,0.977893590927124,GSE124745,ko_eye_2,ko_eye,"tissue: eye,background: C57BL/6J/129S6 (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: Tug1 knockout,Sex: M",Eye,Mus musculus,"We have sequenced mouse embryonic fibroblasts (MEFs) and 6 organs (testes, prostate, liver, heart, spleen, and eye) harvested from adult male wild type and Tug1 knockout (Tug1_tm1.1Vlcg) mice in a C57BL/6J/129S6 (N3-C57BL/6J, no Neo) background.  Additional sequencing was done on the testes of a Tug1 rescue mouse, which contains a doxycycline inducible allele for Tug1 (tg(Tug1)) and CAGs-rtTA3 in the Tug1 knockout background (Tug1_tmn1.1Vlcg).","Comparison between wild type and Tug1 knockout (Tug1_tm1.1Vlcg) organs and primary cell transcriptomes. Additional comparisons of the transcriptomes of wildtype, knockout, and rescue testes.",32894169,230236,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/05/27,52,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124745/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM2412075,0.9778456687927246,GSE90755,"Eyeball, metformin treatment, rep3",Eyeball,"strain: C57BL/6,tissue: Eyeball,age: 14 weeks,Sex: male,treatment: 300mg/kg (10mL/kg) metformin through gavage administration, for 30 days",Other,Mus musculus,"Background: Metformin, one of the first-line medication for the treatment of type 2 diabetes and gestational diabetes, has recently be suggested for targeting cardiovascular disease, cancer and aging. Therefore, current understanding of the mechanism of this drug is incompletely understood, and the function of multiple tissues, other than liver metabolism alone, may be influenced. Methods: The wildtype healthy mice treated with metformin were compared with controls (treated with double distilled water). The transcriptome changes with/without metformin treatment were probed by using high-throughput RNA-seq techniques Results: A comprehensive mouse transcriptome map with metformin treatment across ten tissues including aorta, eyeball, brain, adipose tissue, heart, kidney, liver, skeletal muscle, stomach and testis, was provided. Function enrichment, network characteristics and disease association of the differentially expressed genes were analyzed. We also compared our expression profiles with related microarray data in order to find conditions that share similar expression profiles with metformin treatment. Conclusions: This dataset could serve as a baseline resource for investigating the potential beneficial or adverse effects of metformin across different tissues.","Wildtype healthy C57BL/6 mice were treated with either metformin (treatment group) or double distilled water (control group). The mRNA profiles across 10 tissues (including aorta, eyeball, brain, adipose tissue, heart, kidney, liver, skeletal muscle, stomach and testis) were generated RNA-seq technique, in triplicate for each group, using Illumina HiSeq 2500.",32529766,91863,17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/07/15,60,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90755/,Transcriptomic landscape profiling of metformin-treated healthy mice: Implication for potential hypertension risk when prophylactically used.,Journal of cellular and molecular medicine,2020 Jul,10.1111/jcmm.15472
GSM2843663,0.9776606559753418,GSE106591,miR-211-KO rep4,Whole eye (after removal of the lens and cornea),"tissue: whole eye including retina, RPE, Choroid, sclera and ciliary body, whereas the lens and cornea were removed.,genotype: miR-211-KO,background strain: C57BL/6",Eye,Mus musculus,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS transcriptome profiling (RNA-seq) from whole eye, after removal of the lens and cornea from 1-2 month old miR-211-/- mice and compare it with wt mice Methods: Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: Burrows–Wheeler Aligner (BWA) followed by ANOVA (ANOVA) and TopHat followed by Cufflinks. qRT–PCR validation was performed using TaqMan and SYBR Green assays RNA-Seq libraries were prepared from whole eye, after removal of the lens and cornea from miR-211-/- mice. Results: Each library was sequenced using 100 bp paired-end sequencing on the Illumina HiSeq 1000 system. Gene abundances from RNA-Seq data were quantified using RSEM45. Using an optimized data analysis workflow, we mapped about 30 million sequence reads per sample to the mouse genome. This approach yielded read count values for a total of 38253 mouse genes annotated in GenCode. We only considered genes that had at least 1 count per million in at least five out of 11 samples as expressed, yielding a total of 15590 genes. Next we performed differential gene expression analysis to determine the transcriptional effects of miR-211 deletion. This analysis yielded a total of 63 genes that were differentially expressed with a False Discovery Rate (FDR) <0.1 (Fig. 4). Of these, the expression levels of 61 genes were significantly decreased upon miR-211 deletion, while only 2 genes were upregulated. Conclusions: Our study represents the first detailed analysis of whole eye transcriptomes, with biologic replicates, generated by RNA-seq technology on miR-211-/-.","Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx.",29209045,136563,15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/03/01,11,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106591/,MiR-211 is essential for adult cone photoreceptor maintenance and visual function.,Scientific reports,2017 Dec 5,10.1038/s41598-017-17331-z
GSM3552975,0.9775398969650269,GSE124745,ko_eye_0,ko_eye,"tissue: eye,background: C57BL/6J/129S6 (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: Tug1 knockout,Sex: M",Eye,Mus musculus,"We have sequenced mouse embryonic fibroblasts (MEFs) and 6 organs (testes, prostate, liver, heart, spleen, and eye) harvested from adult male wild type and Tug1 knockout (Tug1_tm1.1Vlcg) mice in a C57BL/6J/129S6 (N3-C57BL/6J, no Neo) background.  Additional sequencing was done on the testes of a Tug1 rescue mouse, which contains a doxycycline inducible allele for Tug1 (tg(Tug1)) and CAGs-rtTA3 in the Tug1 knockout background (Tug1_tmn1.1Vlcg).","Comparison between wild type and Tug1 knockout (Tug1_tm1.1Vlcg) organs and primary cell transcriptomes. Additional comparisons of the transcriptomes of wildtype, knockout, and rescue testes.",32894169,230238,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/05/27,52,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124745/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM2349277,0.977486252784729,GSE88819,ko_eye_0,ko_eye,"tissue: eye,lncrna previous name: Tug1,background: C57BL/6J (N3-C57BL/6J, no Neo),official strain name: Tug1_tm1.1Vlcg,genotype: ko,Sex: M",Eye,Mus musculus,"We have sequenced wild type and mutant testes, prostate, liver, heart, spleen, and eye from adult males, as well as embryonic fibroblasts from the mutant lncRNA strain Tug1_tm1.1Vlcg (Tug1).",Comparison between wild type and mutant organs and primary cell transcriptomes from the Tug1_tm1.1Vlcg mutant strain.,32894169,78532,17021;13112,Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/22,42,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88819/,The Tug1 lncRNA locus is essential for male fertility.,Genome biology,2020 Sep 7,10.1186/s13059-020-02081-5
GSM2308758,0.9773217439651489,GSE86790,ESC_D35_1,Nrlp-GFP+ flow sorted cells,"derived source: ESC,day post differentition initiation: 35,genotype: Nrlp-GFP",Cultured cells,Mus musculus,"Generation of three-dimensional (3D) organoids with optic cup like structures from pluripotent stem cells has created opportunities for investigating mammalian retinal development in vitro. However, retinal organoids in culture do not completely reflect the developmental state and in vivo architecture of the rod-dominant mouse retina. To assess rod photoreceptor differentiation in retinal organoids, we took advantage of Nrl-GFP mice that show rod-specific expression of GFP directed by the promoter of leucine zipper transcription factor NRL. Using embryonic and induced pluripotent stem cells (ESCs and iPSCs, respectively) derived from the Nrl-GFP mouse, we were successful in establishing long-term retinal organoid cultures (up to day 35) using modified culture conditions (called High Efficiency Hypoxia Induced Generation of Photoreceptors in Retinal Organoids, or HIPRO). We demonstrate efficient differentiation of pluripotent stem cells to retinal structures, with over 70% of embryoid bodies forming optic vesicles at Day (D)7, >50% producing optic cups by D10, and a majority of these surviving until at least D35. The HIPRO organoids include distinct inner retina neurons in somewhat stratified architecture and mature Müller glia spanning the entire retina. Almost 70% of the cells in retinal organoids are rod photoreceptors that exhibit elongated cilia. Transcriptome profiles of GFP+ rod photoreceptors, purified from organoids at Day 25-35, demonstrate a high correlation to gene profiles of purified rods from mouse retina at postnatal day (P) 2 to 6, indicating their early state of differentiation. Our 3D retinal organoids thus closely mimic in vivo retinogenesis and provide an efficient in vitro model to investigate photoreceptor development and modeling disease pathology.","ESC clones were isolated from the inner cell mass (ICM) of 3.5-day blastocysts of Nrlp-GFP transgenic mice on feeders of mouse embryonic fibroblast (MEF). ESCs and iPSCs (passage 15-25) were differentiated using a modified SFEBq protocol. Flow sorted cells of GFP+ photoreceptors from 18, 21, 25, 28, and 35 days post differentiation initiation were collected for expression profiling.  RNA-seq profiles of high quality total RNA (RNA Integrity number ≥7.5) from were obtained using Illumina platform. After trimming Illumina adapters, defined in TrueSeq3-PE-2.fa file, by Trimmomatic (version 0.36) from paired end data, each sample was quantified against Ensemble release 84 cDNA FASTA file by Kallisto (version 0.42.5) via a custom pipeline in Perl. The quantifications were then normalized and summarized in gene level by tximport with the option “countFromAbundance=lengthScaledTPM”. The count values from tximport were converted to count per million (CPM) via edgeR.",,76936,17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2016/09/09,16,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86790/,,,,
GSM5739116,0.9764516949653625,GSE191104,RPE Bmal1 WT-ZT7-rep3,RPE Bmal1 WT,"strain: C57BL/6,age: 12-16 weeks,genotype: Bmal1 WT,tissue: retinal pigment epithelium",Eye,Mus musculus,"The diurnal peak of phagocytosis by the retinal pigment epithelium (RPE) of photoreceptor outer segments is under circadian control, and it is believed that this process involves interactions from both the retina and RPE. Previous studies have demonstrated that a functional circadian clock exists within multiple retinal cell types and RPE cells. Thereby, the aim of the current study was to determine whether the circadian clock in the retina and or RPE controls the diurnal phagocytic peak of photoreceptor outer segments and whether selective disruption of the circadian clock in the RPE would affect RPE cells function and the viability during aging. To that aim, we first generated and validated an RPE tissue-specific KO of the essential clock gene, Bmal1, and then we determined the daily rhythm in phagocytic activity by the RPE in mice lacking a functional circadian clock in the retina or RPE. Then using electroretinography, spectral domain-optical coherence tomography, and optomotor response measurements of visual function we determined the effect of Bmal1 removal in young (6-month-old) and old (18-months old) mice. RPE morphology and lipofuscin accumulation was also determined in young and old mice. Our data show that the circadian clock in the RPE controls the daily diurnal phagocytic peak of POS. Surprisingly, the lack of a functional RPE circadian clock or the diurnal phagocytic peak does not result in any detectable age-related degenerative phenotype in the retina or RPE. Thus, our results demonstrate that the circadian clock in the RPE controls the daily peak in the phagocytic activity. However, the loss of the circadian clock in the RPE does not result in deterioration of photoreceptors or the RPE during aging.","Retinal pigment epithelium samples from Bmal1-specific KO from RPE cells in mouse, three replicates from a pool of two RPE isolates for each replicate, samples collected at ZT1, ZT7, ZT13, ZT19",35628111,579121,21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/05/12,24,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE191nnn/GSE191104/,The Circadian Clock in the Retinal Pigment Epithelium Controls the Diurnal Rhythm of Phagocytic Activity.,International journal of molecular sciences,2022 May 10,10.3390/ijms23105302
GSM2412072,0.9754364490509033,GSE90755,"Eyeball, control, rep3",Eyeball,"strain: C57BL/6,tissue: Eyeball,age: 14 weeks,Sex: male,treatment: double distilled water through gavage administration, for 30 days",Other,Mus musculus,"Background: Metformin, one of the first-line medication for the treatment of type 2 diabetes and gestational diabetes, has recently be suggested for targeting cardiovascular disease, cancer and aging. Therefore, current understanding of the mechanism of this drug is incompletely understood, and the function of multiple tissues, other than liver metabolism alone, may be influenced. Methods: The wildtype healthy mice treated with metformin were compared with controls (treated with double distilled water). The transcriptome changes with/without metformin treatment were probed by using high-throughput RNA-seq techniques Results: A comprehensive mouse transcriptome map with metformin treatment across ten tissues including aorta, eyeball, brain, adipose tissue, heart, kidney, liver, skeletal muscle, stomach and testis, was provided. Function enrichment, network characteristics and disease association of the differentially expressed genes were analyzed. We also compared our expression profiles with related microarray data in order to find conditions that share similar expression profiles with metformin treatment. Conclusions: This dataset could serve as a baseline resource for investigating the potential beneficial or adverse effects of metformin across different tissues.","Wildtype healthy C57BL/6 mice were treated with either metformin (treatment group) or double distilled water (control group). The mRNA profiles across 10 tissues (including aorta, eyeball, brain, adipose tissue, heart, kidney, liver, skeletal muscle, stomach and testis) were generated RNA-seq technique, in triplicate for each group, using Illumina HiSeq 2500.",32529766,91860,17021,Mus musculus,GSE,Expression profiling by high throughput sequencing,2020/07/15,60,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90755/,,,,
GSM2843657,0.9750570058822632,GSE106591,WT rep3,Whole eye (after removal of the lens and cornea),"tissue: whole eye including retina, RPE, Choroid, sclera and ciliary body, whereas the lens and cornea were removed.,genotype: wild type,background strain: C57BL/6",Eye,Mus musculus,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare NGS transcriptome profiling (RNA-seq) from whole eye, after removal of the lens and cornea from 1-2 month old miR-211-/- mice and compare it with wt mice Methods: Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: Burrows–Wheeler Aligner (BWA) followed by ANOVA (ANOVA) and TopHat followed by Cufflinks. qRT–PCR validation was performed using TaqMan and SYBR Green assays RNA-Seq libraries were prepared from whole eye, after removal of the lens and cornea from miR-211-/- mice. Results: Each library was sequenced using 100 bp paired-end sequencing on the Illumina HiSeq 1000 system. Gene abundances from RNA-Seq data were quantified using RSEM45. Using an optimized data analysis workflow, we mapped about 30 million sequence reads per sample to the mouse genome. This approach yielded read count values for a total of 38253 mouse genes annotated in GenCode. We only considered genes that had at least 1 count per million in at least five out of 11 samples as expressed, yielding a total of 15590 genes. Next we performed differential gene expression analysis to determine the transcriptional effects of miR-211 deletion. This analysis yielded a total of 63 genes that were differentially expressed with a False Discovery Rate (FDR) <0.1 (Fig. 4). Of these, the expression levels of 61 genes were significantly decreased upon miR-211 deletion, while only 2 genes were upregulated. Conclusions: Our study represents the first detailed analysis of whole eye transcriptomes, with biologic replicates, generated by RNA-seq technology on miR-211-/-.","Whole eye (after removal of the lens and cornea) mRNA profiles of 1-2 month old  wild-type (WT) and neural miR-211-/-mice were generated by deep sequencing, in multiple biological replicates, five for WT and six for miR-211-/- animals, using Illumina GAIIx.",29209045,136557,15103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2018/03/01,11,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106591/,MiR-211 is essential for adult cone photoreceptor maintenance and visual function.,Scientific reports,2017 Dec 5,10.1038/s41598-017-17331-z
